Latitude,Longitude,Number of Reviews,Rating,Estratos,average_inc_us,main_street,Reviews within 150m,Business Review Impact,people_per_stratum,avg_people_per_household,population_density,Education,Food,Health,Services,Shopping
1.0,0.32710306414458534,-0.17184977041225635,-0.28596718227911866,0.5920337326606762,0.5869418475210157,0.3713747563270515,0.21067772509235236,0.19393944784431327,-0.28814928158177716,-0.5859944336879777,-0.2962272270044861,0.41727877373369965,0.036498775607016504,0.12930162051512728,0.16212140756721963,-0.18602891821393328
0.32710306414458534,1.0,0.14315766383399417,0.27431710164761375,0.2929359722908035,0.29578171104086703,0.2521768176072795,-0.1113990887574951,-0.10341066823085197,0.4355132939547023,-0.27563091592998723,0.5235295052551362,-0.03014275721205842,0.07654280037980431,-0.16158365360363558,-0.34727759458325,0.20240325634250597
-0.17184977041225635,0.14315766383399417,1.0,-0.18684498624616105,-0.3874199753402706,-0.4063557613259843,-0.08599054968792946,-0.2048206896818938,-0.22479142984795755,0.6355067466655245,0.37531371408801256,0.6580957721423984,-0.025568493336687575,-0.11294816678725296,-0.14562360164346907,-0.4212260620139291,0.2156275216312553
-0.28596718227911866,0.27431710164761375,-0.18684498624616105,1.0,-0.28774286653656805,-0.3342104555685793,-0.04284572361122891,-0.5649146305447158,-0.5464450354067948,0.3083469040732955,0.3259287373844468,0.30067341933051267,0.05753686989061354,-0.013277917769365034,0.16941411690013994,-0.19692268786921652,0.14931847271526955
0.5920337326606762,0.2929359722908035,-0.3874199753402706,-0.28774286653656805,1.0,0.9858698607441232,0.40613846605344767,0.556926624160765,0.5676683614210782,-0.6474514905379528,-0.9976729368508886,-0.50479330695968,-0.10604944824604039,-0.11012975422342643,0.026512362061510083,0.2886465174810281,0.05384686189633043
0.5869418475210157,0.29578171104086703,-0.4063557613259843,-0.3342104555685793,0.9858698607441232,1.0,0.4684191480720301,0.6315151211278319,0.6429243356101589,-0.621806630170626,-0.9884678228407142,-0.48213676636643177,-0.14992303874716878,-0.11050680194114712,0.09186890018241632,0.34918533932441825,0.03930283760400893
0.3713747563270515,0.2521768176072795,-0.08599054968792946,-0.04284572361122891,0.40613846605344767,0.4684191480720301,1.0,0.2249021952706001,0.22131207192759106,-0.02438247043942752,-0.40073160227343846,0.08660525393038669,-0.26111648393354675,-0.1084652289093281,0.26111648393354675,0.5547001962252291,0.1767766952966369
0.21067772509235236,-0.1113990887574951,-0.2048206896818938,-0.5649146305447158,0.556926624160765,0.6315151211278319,0.2249021952706001,1.0,0.9976630528709588,-0.38882039918681555,-0.6063806772627336,-0.31297732905015746,-0.157449450873798,-0.24084057409783616,0.15434310825498707,0.22049087387217314,0.03812140110329557
0.19393944784431327,-0.10341066823085197,-0.22479142984795755,-0.5464450354067948,0.5676683614210782,0.6429243356101589,0.22131207192759106,0.9976630528709588,1.0,-0.4049031406445598,-0.6164616597883394,-0.32552238853304805,-0.18962451892967408,-0.2271888381165135,0.16593098315176197,0.20894886596230008,0.03489248836439954
-0.28814928158177716,0.4355132939547023,0.6355067466655245,0.3083469040732955,-0.6474514905379528,-0.621806630170626,-0.02438247043942752,-0.38882039918681555,-0.4049031406445598,1.0,0.6415010390798656,0.9727800842840456,0.03283858764074643,0.08908295537136614,-0.2017227526502995,-0.48867820108905946,0.318504977716827
-0.5859944336879777,-0.27563091592998723,0.37531371408801256,0.3259287373844468,-0.9976729368508886,-0.9884678228407142,-0.40073160227343846,-0.6063806772627336,-0.6164616597883394,0.6415010390798656,1.0,0.49948721591968526,0.10882313206616474,0.12170324592101285,-0.016742020317871392,-0.28230309098670275,-0.062339207348725896
-0.2962272270044861,0.5235295052551362,0.6580957721423984,0.30067341933051267,-0.50479330695968,-0.48213676636643177,0.08660525393038669,-0.31297732905015746,-0.32552238853304805,0.9727800842840456,0.49948721591968526,1.0,-0.11480741048349863,0.046377909884518724,-0.21982381759701528,-0.45708403431180356,0.4554448875188248
0.41727877373369965,-0.03014275721205842,-0.025568493336687575,0.05753686989061354,-0.10604944824604039,-0.14992303874716878,-0.26111648393354675,-0.157449450873798,-0.18962451892967408,0.03283858764074643,0.10882313206616474,-0.11480741048349863,1.0,7.860950557672952e-18,-0.13636363636363638,-0.21726204731337034,-0.43082021842766466
0.036498775607016504,0.07654280037980431,-0.11294816678725296,-0.013277917769365034,-0.11012975422342643,-0.11050680194114712,-0.1084652289093281,-0.24084057409783616,-0.2271888381165135,0.08908295537136614,0.12170324592101285,0.046377909884518724,7.860950557672952e-18,1.0,-0.2832205920185104,-0.26322486644833176,0.09587062360592132
0.12930162051512728,-0.16158365360363558,-0.14562360164346907,0.16941411690013994,0.026512362061510083,0.09186890018241632,0.26111648393354675,0.15434310825498707,0.16593098315176197,-0.2017227526502995,-0.016742020317871392,-0.21982381759701528,-0.13636363636363638,-0.2832205920185104,1.0,0.32589307097005554,-0.27695585470349865
0.16212140756721963,-0.34727759458325,-0.4212260620139291,-0.19692268786921652,0.2886465174810281,0.34918533932441825,0.5547001962252291,0.22049087387217314,0.20894886596230008,-0.48867820108905946,-0.28230309098670275,-0.45708403431180356,-0.21726204731337034,-0.26322486644833176,0.32589307097005554,1.0,-0.07354355067681909
-0.18602891821393328,0.20240325634250597,0.2156275216312553,0.14931847271526955,0.05384686189633043,0.03930283760400893,0.1767766952966369,0.03812140110329557,0.03489248836439954,0.318504977716827,-0.062339207348725896,0.4554448875188248,-0.43082021842766466,0.09587062360592132,-0.27695585470349865,-0.07354355067681909,1.0
